Customer Weborder System Preconditions: Customer account must already be registered. Triggers:,,,,,,,,,,,,,,,,,2
"Customer clicks the button or link to ""Login"" Basic Scenario: 1.",,,,,,,,,,,,,,,,,2
Customer clicks the button or linkto initiate login process. GAM MA?J Web Store 2.,,,,,,,,,,,,,,,,,2
System prompts Customerto resend login details to email account. B3.,,,,,,,,,,,,,,,,,2
Customer confirms. B4.,,,,,,,,,,,,,,,,,2
System sends email to registered email address. B5.,,,,,,,,,,,,,,,,,2
Go to Step 1 (Basic Scenario). Postconditions:,,,,,,,,,,,,,,,,,1
The Customer is logged into the system.,,,,,,,,,,,,,,,,,1
Edit Customer Details Goal: Edit the customer account details. Actors:,,,,,,,,,,,,,,,,,1
"Customer Weborder System Preconditions: Customer must be logged-in on the system. Triggers: Customer clicks button or link to ""Edit Account"" Basic Scenario: 1.",,,,,,,,,,,,,,,,,1
Customer clicks button or link to initiate the process to edit the account. 2.,,,,,,,,,,,,,,,,,2
System displays account home page to Customer. 3.,,,,,,,,,,,,,,,,,2
Customer clicks button or link to edit the account details. 4.,,,,,,,,,,,,,,,,,2
System veri?es the changes. 5.,,,,,,,,,,,,,,,,,2
System stores new account information. Alternative Scenario:,,,,,,,,,,,,,,,,,1
None Postcoditions:,,,,,,,,,,,,,,,,,1
The Customer has changed the account details.,,,,,,,,,,,,,,,,,1
Customer clicks button or link to initiate logout process. 2.,,,,,,,,,,,,,,,,,2
System terminates the session cookie. 3.,,,,,,,,,,,,,,,,,2
System displays home page. Alternative Scenario:,,,,,,,,,,,,,,,,,1
None Postconditions:,,,,,,,,,,,,,,,,,1
The Customer is logged out of the system.,,,,,,,,,,,,,,,,,1
Add Item To Cart Goal: Customer adds item(s) in the cart Actors:,,,,,,,,,,,,,,,,,1
Customer System Preconditions:,,,,,,,,,,,,,,,,,1
"The customer must be logged-in on the system. Triggers: Customer clicks button or link to ""Add To Cart"". Basic Scenario: 1.",,,,,,,,,,,,,,,,,2
Customer clicks the button or link to add to the cart with speci?ed quantity. 2.,,,,,,,,,,,,,,,,,2
System adds the item(s) to the cart. 3.,,,,,,,,,,,,,,,,,2
System prompt Customer to edit quantity or remove item from cart.,,,,,,,,,,,,,,,,,2
Customer confirms items in cart. 5.,,,,,,,,,,,,,,,,,1
System stores cookie with cart details. 6.,,,,,,,,,,,,,,,,,2
Customer returns to product listings. Alternative Scenario: A1.,,,,,,,,,,,,,,,,,2
Customer terminates the web browser window after adding item(s) to cart. A2.,,,,,,,,,,,,,,,,,2
Customer returns to weborder interface.,,,,,,,,,,,,,,,,,2
System recognizes cookie and goes to step 6 (Basic Scenario) with existing items in cart. Postconditions:,,,,,,,,,,,,,,,,,1
The Customer has added item(s) to the shopping cart.,,,,,,,,,,,,,,,,,1
An Order GAM MA?J Web Store Goal: Customer places and con?rms an order for the checkout process. Actors:,,,,,,,,,,,,,,,,,1
Customer must be logged-in on the system. 2.,,,,,,,,,,,,,,,,,2
"Customer must have item(s) in the shopping cart. Triggers: Customer clicks button or link to ""Ckeckout"" Basic Scenario: .",,,,,,,,,,,,,,,,,1
Customer clicks the button or link to initiate the checkout process. .,,,,,,,,,,,,,,,,,1
System calculates order of items in the shopping cart. .,,,,,,,,,,,,,,,,,2
System appends cookie with ?ag for checkout process. .,,,,,,,,,,,,,,,,,2
System presents customer with account details and payment methods. Customer confirms account details and payment methods. .,,,,,,,,,,,,,,,,,2
System stores order confirmation and order details. .,,,,,,,,,,,,,,,,,2
System sends email confirmation to the Customer. .,,,,,,,,,,,,,,,,,2
System appends cookie with ?ag for completed checkout process. Alternative Scenario: A1.,,,,,,,,,,,,,,,,,2
Customer terminates order web browser during order the checkout process. A2.,,,,,,,,,,,,,,,,,2
Customer returns to weborder interface.,,,,,,,,,,,,,,,,,2
System recognizes cookie and goes to step 4 (Basic Scenario). Postconditions:,,,,,,,,,,,,,,,,,1
The Customer has placed and confirmed an order.,,,,,,,,,,,,,,,,,1
Analysis Models GAM MA?J Web Store Appendix D: Issues List 1.,,,,,,,,,,,,,,,,,1
