Hence, the scheduler should be able to change resource limits, priorities, privileges and execution order of the submitted jobs.;1
The model is the bid-based proportional resource- sharing model, which will allocate computational time to jobs according to their share determined by the priority of their jobs according to deadline and budget considerations.;0
To ensure that the actual resource allocation re?ects the overall job share, the proportional stride-scheduling algorithm will be used.;1
The user needs to know the exact nature of the submitted job, such as the execution time as well as resources required, and must possess the teclmical know-how to use the interface for submitting jobs.;1
The administrator must be an advanced cluster operator, fully qualified in using Linux, SGE, and the Libra Scheduler.;1
Constraints The current constraints on the project are related to the provision of hardware resources to implement and test a high?perforrnance cluster.;0
At present, a network of four Pentium- III workstations, with a 128 Mb RAM, serves as the cluster, with SGE running on top of the Linux operating system.;0
For better performance analysis, a larger number of dedicated workstations would be beneficial.;0
For testing purposes, a simulating tool needs to be used which may have to be specially designed if a generic one is not readily and freely available.;0
0 A basic module of job accounting and payment considerations will be provided, as they are not the focus of the scheduler.;0
0 Users are assumed to have a fair estimate of job execution times, so that the decision to accept or reject a job is facilitated.;0
Apportionment of requirements Detailed requirements with respect to the economic front-end, that is, the exact costing and pricing policy that will be used to charge users for using the cluster will be specified in a later version.;0
The pricing mechanism will not affect the scheduling policies, as they assume a given cost and budget, and schedule resources accordingly.;0
Furthermore, at present, only a command line Linux interface or the interface of the Sun Grid Engine cluster management system will be used as the user and administrator interface.;1
A GUI might be added once the basic functionality is implemented.;0
It also remains to be decided whether a software tool for simulation and testing purposes will be designed or a generic one that is freely available will be used.;0
Specific Requirements Functionality This section is organized by the processes and features encapsulated in the Libra scheduler.;0
First, three features of the overall cluster management system and its interaction with the user or administrator are described: Submit Job, View Job Status, Delete/Change Job.;0
These are linked to the inputs and working processes of the scheduler.;0
They are followed by a detailed specification of the functionality of the Libra scheduler, which are diagrannnatically explained by the Data Flow Diagrams provided in Appendix B.;0
Appendix C provides the Data dictionary which should be used to interpret and understand the Data Flow Diagrams.;0
This functional feature deals with the end-user (can also be used by the administrator) and is facilitated by the interface of the Sun Grid Engine cluster management system.;1
Hence, it is linked to the scheduler, but does not interface directly with the scheduler.;0
However, the SGE interface will need to be adapted to include additional submission parameters that a user needs to be submit, which are not already supported by SGE.;1
This may alternately be done through a command-line interface.;0
3.1.1.2 Inputs User Information ? relevant user data such as name and authentication id that needs to be used to submit a job to the cluster.;0
Job Information ? about the job that the user wants to submit, as well as already pending jobs, to determine whether the cluster can accept more jobs and can cater to the particular userjob.;0
The job details are provided in the functional feature Initialize Job.;0
Cluster Information ? Cluster Type and Scheduling mechanism details, Current Load Status, Submission Directions and Criteria.;0
3.1.1.3 Processing The cluster decides whether it is even open for job submissions, and whether the user that is trying to submit job is a valid user or not.;0
3.1.1.4 Outputs Boolean ? Whether the cluster is accepting submission or not.;0
Boolean ? User verified or not.;0
Process selected options if choices are provided to the user to View different aspects of job information.;0
3.1.2.4 Outputs User View of available options about jobs submitted by the user.;0
Parameters such as deadline and cost are cmcial to the job scheduling and would not normally be changeable.;1
However, if the user wishes to specify a different output directory or a delayed deadline, this may be permitted.;1
3.1.3.2 Inputs User Id and Password ? to ensure that only the appropriate user is able to delete/change the job.;0
3.1.3.3 Processing Remove job from the queue and update cluster status.;0
Revise scheduling decisions about resource allocation to pending jobs and submission of new jobs.;0
3.1.3.4 Outputs Updated cluster information and scheduling decision ? CPU load, node status, queue length, quanta allocated to pending jobs, reVised expected ?nishing deadline of pending jobs.;1
These outputs are facilitated by the functionality of the Sun Grid Engine cluster management system, and are not independently produced by the Libra scheduler.;1
The Libra scheduler performs it once a job has been accepted by SGE, with information from the scheduler.;0
3.1.4.2 Inputs The information submitted by the user about the job, as well as the job id assigned by SGE.;0
3.1.4.3 Processing Two processes are performed as part of this function: the details of the job are retrieved and then these details are set in variables that represent the state of the cluster and its queues.;0
The parsed parameters are passed on to the scheduling module where the job may be accepted or rejected.;0
3.1.4.4 Outputs The output comprises the set variables that represent job information submitted with a job.;0
Hence, the exact job details are output: Job details ? Job Id, Job type, Standalone Execution time, Location of executable and input data sets, System Type, Budget, Deadline.;0
The scheduler determines whether the job can be finished by the requisite deadline, given the execution time of the job and the execution status of other pending jobs on various nodes.;0
3.1.5.4 Outputs The output includes a boolean value specifying whether the job has been accepted or rejected.;0
A suggested deadline or cost is given to the user, as a precondition for the job to be accepted.;0
3.1.6 Calculate Scheduling Information 3.1.6.1 Introduction This is the feature of Libra that decides how the job will be scheduled based on its budget and deadline.;0
It uses the Stride Scheduling Algorithm to enforce resource allocations (CPU cycles) proportional to a user?s budget and deadline.;0
It is performed by Libra once it has decided that a job can be accommodated.;0
3.1.6.2 Inputs Job details ? Job Id, Job type, Standalone Execution time, Location of executable and input data sets, System Type, Budget, Deadline.;0
3.1.6.3 Processing Allocate tickets to a job based on its budget and deadline and the budget and deadlines of all other jobs on the execution host under debate.;0
Calculate the stride and the pass of the job, where the stride is simply the global stride constant diVided by the tickets and the pass is initially just the stride.;0
3.1.6.4 Outputs Scheduling information ? the job?s tickets, stride and pass.;0
3.1.7 Determine Execution Host 3.1.7.1 Introduction This feature decides on which node and on which queue the job will be placed for execution.;0
It is done on the basis of the job?s budget, execution time and deadline.;0
It then selects the appropriate queue based on whether the job is sequential or embarrassingly parallel, budget, etc.;0
8 Dispatch Job 3.1.8.1 Introduction This feature takes the job and inserts it into the queue on the execution host that the scheduler had previously decided it is to be placed in.;0
This is a separate feature since the job may be able to wait for a while before it is given CPU time, allowing other jobs to complete or be scheduled earlier if their deadlines are more urgent.;0
Thus, the dispatcher decides when to actually send the job for execution.;0
3.1.8.2 Inputs The chosen execution host and queue on which to place the job for execution.;0
3.1.8.3 Processing The scheduler sends the job to the appropriate queue and it joins the competition for resources.;0
3.1.8.4 Outputs The scheduled job in its appropriate host and queue.;0
This action is also performed when a job ends and is removed from the cluster.;0
3.1.9.2 Inputs Job details ? Job Id, Job type, Standalone Execution time, Location of executable and input data sets, System Type, Budget, Deadline.;0
Chosen execution host and queue.;0
3.1.9.3 Processing Libra first reserves the amount of resources that will be required by the job on the node.;0
It then updates the execution host queue status and sends that information about the additional load on the queue and node under consideration to the central information store on the master host.;0
3.1.9.4 Outputs There is no output associated with this feature as it simply performs an update and does not send any results back.;0
10 Execute Job 3.1.10.1 Introduction As long as there are jobs in the queues, this feature is being run.;0
It essentially decides how to time-slice between all the jobs currently being executed.;0
These scheduling decisions are made based on the stride-scheduling algorithm.;0
3.1.10.2 Inputs Scheduled Job ? job details and the queue and node on which that job is scheduled to run.;0
Scheduling Information ? the job?s tickets, stride and pass.;0
3.1.10.3 Processing It looks at all the jobs on the cluster and selects the one with the minimum pass value, and allots it a quantum.;0
The pass of that job is then advanced by its stride.;0
In case of a tie, the arbitrary FIFO job ordering is used.;0
This loop is repeated until there are no jobs left to run on a queue.;0
3.2.2 Maximum bug rate There will be a maximum of 1 bug/KLOC.;1
3.2.3 Maximum Time To Repair In case of system outage, the cluster will be down while the Linux operating system boots up.;1
Deadline sensitivity Assuming submitted statistics for jobs are accurate, the Libra scheduler will ensure that all jobs are completed with a 10% error allowance.;1
Cost sensitivity Under all circumstances, the maximum cost payable as submitted by the user will be the maximum cost charged to the user.;1
Supportability Naming Convention All code will be written as specified by the Hungarian Naming Convention.;1
Coding Standards All code will be written as required by the GNU General Purpose License.;1
Design Constraints Parent Component: Sun Grid Engine The Libra scheduler will be a sub-component of SGE.;1
Software Language All coding will be done in standard C. Scheduling Constraints Exhaustive searches of the entire set of combinations of jobs will not be done.;1
Heuristics will be developed for this scheduling problem.;1
Online User Documentation and Help System Requirements All documentation will be made in accordance with requirements pertaining to open source software under the GNU General Purpose License.;1
Additionally, on-line user documentation will be in the form of man pages accessible through Linux.;1
Purchased Components The entire Libra project is open source, and hence no component of it will be purchased.;1
1 User Interfaces There will be two user types ? the cluster user and the cluster administrator ? each of which will have its own corresponding interface.;1
SGE in turn will be interfacing with the operating system and any other software components it requires.;1
For the execution of embarrassingly parallel jobs, the PVM (Parallel Virtual Machine) and MPI (Message Passing Interface) libraries will be used by the cluster.;1
Communications Interfaces Libra will utilize the communications architecture of Sun Grid Engine itself, and will not have any unique communications interfaces above of SGE.;1
Licensing Requirements Libra will be released under a GPL license and will be open?source.;1
Legal, Copyright and Other Notices Sun Grid Engine (SGE) is a copyright trademark of Sun Microsystems, Inc. Libra Scheduler is a copyright trademark of Mr. Rajkumar Buyya, Monash University.;1
MPI is a copyright of the University of Chicago and Mississippi State University.;0
PVM is a copyright of the University of Tennessee, Oak Ridge National Laboratory, and Emory University.;0
Software Requirements Specification for the System Administration of an Integrated Library System 1.1 Purpose and Perspective;0
This Software Requirements Specification (SRS) describes the functional and nonfunctional requirements for the System Administration Module of an Integrated Library System (ILS).;0
The System Administration Module facilitates the management of every aspect of the Integrated Library System.;0
Backing up databases, configuration files, log files, etc.;0
The current specification presupposes the general functionality of an ILS and specifies only those requirements that directly or indirectly relate to management activities.;0
King County Library has previously published specifications for Acquisitions and Serials Management, Circulation, and Cataloging modules.;0
Requirements for OPAC and web services are currently under development.;0
Moreover, the current specification is focused on functional characteristics of System Administration.;0
Data structures and user interfaces will require further specification and development using an iterative, prototype-oriented software development methodology. 1.3 Intended Audience;0
This SRS is intended both for library managers and staff who may contribute additional requirements or commentary, and for software project managers and developers who will implement the requirements.;0
As such, it aims for a high level of readability for a non-technical audience, while providing enough specificity to be useful to a software developer.;0
It is assumed that when software development occurs, it will be in a highly collaborative and iterative environment in which end-users have multiple opportunities to review prototypes and refine the user interface and software functionality.;0
It is also assumed that the reader has a general understanding of Library services and processes and does not require definition of common Library terminology. 1.4 Document Conventions;0
The SRS includes requirements.;0
Requirements include a reference to a process flowchart where appropriate.;0
Specifically, the system must support a library system with 50 locations, 20 million circulations, purchasing and processing over 500,000 items per year.;1
It is highly desirable that searches and reports can be processed during open hours without disrupting other system functions.;0
OE-2: System Administration shall operate on a Linux or Solaris server.;1
OE-3: System Administration shall be accessible through a web-browser or a Windows- compatible client.;1
OE-4: If web-browser based, System Administration shall be accessible through Microsoft Internet Explorer (v.6.0 and later) and Mozilla Firefox (v.2.0 and later).;1
CO-2: System Administration Module shall produce standards-compliant HTML. CO-3: System Administration Module shall provide a development and training environment with the ability to migrate configurations to a production environment.;1
CO-4: User rights and privileges will be controlled through security groups and/or ?roles? that allow access control for individuals, workgroups, and arbitrary staff groups. 1.8 User Documentation;1
The software developer shall provide a thorough high-level description of major processes, including bibliographic record import and export, validation of bibliographic records against internal and external authority sources, and standard reports.;1
DE-1: The System Administration Module relies on the data structures and functionality of an enterprise-level Library Automation System, including Acquisitions and Cataloging modules.;1
DE-2: The System Administration Module interface with a variety of vendor websites, via published APIs and/or automated transfer of standard-format data files (e.g. USMARC21, EDIFACT).;1
All data tables and data storage are fully accessible. Description: The system provides real-time processing.;1
Record changes are applied in a reasonable way, with prompts to warn when a record has been changed since it was displayed. Description:;1
For any patron record or item record, staff can identify where it is in use (location, user, date and time placed).;1
Name: individual and shared staff login accounts Description:;1
"Support for individual and shared staff login accounts; access to modules is granted by use of ""roles"" or ""privileges"" that allow each account to access as many (or as few) modules as needed.";1
Individual logins allow user-level preferences and audit trail. Description: System documentation is library-specific and follows standard formats for technical documentation.;1
Documentation is specific to the particular version of the software in use at library.;1
Documentation is web-based, indexed, organized by function, and easily searchable. Description:;1
System provides full support for SNMP and supports monitoring of system resources, including disk space, CPU load, memory load, system processes, system interfaces and ports. Alert thresholds are configurable.;1
Alerts can be sent via administrative dashboards, email messages, and text messages.;1
Alerts can be sent to unlimited number of recipients via any or all alert methods.;1
Name: record lock administration Description: Ability to set thresholds on the length of time records are locked and provide, for all record types, a list of records in sustained use/locked condition.;1
Ability from the same console to unlock one or more records. Description:;1
System provides dashboard of performance monitoring and management tools.;1
Identification of processes with process ID, owner username, IP address (if applicable), CPU utilization, memory utilization, run time.;1
Runaway processes are identified.;1
System status is represented by visual indicators (e.g. green and red lights). Description:;1
System provides a server management console including: software shutdown utility, software startup utility, server shutdown utility, server restart utility. Name: application dashboard Description:;1
Indicators can be limited to a single branch or set to systemwide. Description:;1
System provides a single console with access to all configuration files.;1
(See REQ-5057 for related requirements on loan rules, and REQ-5190 for related requirements on holdability.) Description:;0
System allows creation and modification of requesting rules that determine whether a patron can place a hold on an item.;1
Requesting rules may evaluate patron type, current number of holds, current patron account balance, item type, item status, owning location code, and other criteria.;1
For example, requesting rules may prohibit patrons from placing holds on on-order CD titles, but allow patrons to place holds on other on-order titles.;0
Requesting rules also specify whether staff with specific privileges or roles can override specific criteria.;1
(See REQ-5057 re loan rules, REQ-5278 re visibility.) Related Reqs: 5057 5278 Related Process HOL-011 Req ID: 5057;0
System allows creation and modification of loan rules that allow or disallow check-out of items, calculate loan periods, and determine renewal limits.;1
Loan rules may evaluate patron type, current number of items checked out, current patron account balance, item type, item status, owning location code, check-out location code, and other criteria.;1
For example, loan rules may prohibit patrons from checking out items with an unavailable status, e.g. an item with a triggered hold for another patron or an item that is already checked out to another patron.;0
Loan rules can access check-out location open/closed schedule in calculating due date.;1
Loan rules also specify whether a specific criteria may be overridden by staff with specific privileges or roles.;1
(Also see REQ-5190 re requesting rules.) Related Reqs: 5190 Related Process HOL-131 Req ID: 5328;0
Description: Ability to specify default value, data validation, automatic formatting, and required status for any field. Related Reqs: Related Process Category: Systems: Data Recovery Req ID: 6502;1
System provides capability to perform live incremental and full backups of data and transaction logs.;1
System supports use of third-party backup software such as EMC NetWorker. Related Reqs: Related Process Req ID: 6505;1
Name: data rollback Source: ITS;0
"System logs data changes (such as record deletions) and provides ""undo"" functionality.";1
Ideally, system provides revision control. Related Reqs: Related Process Req;1
Name: server clustering Source:;0
Patron data is secure in all transfers to and from the system. Related Reqs: Related Process Req ID: 6509;1
Name: user account privileges Description: System administrative staff has full visibility and control of user privileges. Related Reqs: Related Process Req ID: 6511;1
Name: secure protocol support Description: System supports secure protocols, including SFTP, SSL, and SSH. SFTP is supported in both active and passive modes, configurable per vendor. Related Reqs: Related Process;1
Imported batches can be maintained and manipulated as selection lists (see REQ-3004). Related Reqs: 3004 Related Process CAT180 Req ID: 6518;1
System provides a dedicated interface for creating new staff accounts.;1
"New staff account creation process provides configurable templates for account administrator use; provides granular privileges for account creation, modification, and deletion. Related Reqs: Related Process Req ID: 2419";1
Staff can be given permission to schedule tasks, reports, and data exports. System administration staff can view and manage jobs scheduled by other staff. Related Reqs: Related Process Req ID: 2220 Source:;1
Name: keyboard macros and shortcuts Description: System supports administrator-programmable and user-programmable macros and/or keyboard shortcuts.;1
Shortcut keys may be assigned to macros (e.g. 'Insert Field') or to text strings.;1
client install should not be tied to a specific location. Related Reqs: Related Process Req;1
Name: accounts independent from workstation Description: Staff and group accounts are independent from workstations.;1
Client software can be managed with VNC and Remote Desktop. Related Reqs: 2430 Related Process Req ID: 6519;1
All client configuration files are server based;1
Category: Systems: Queries & Reports Req ID: 2197 Source:;0
System provides a user-friendly interface for designing queries against all record types.;1
"Staff can select fields to query; select values from picklist of possible values; select regular expressions from drop-down menu, and use a full range of Boolean operators.";1
Administrators control staff access to tables and fields. Related Reqs: Related Process Req ID: 5607;1
System administrators can create report templates that are available to front-line staff, and can be run as is or modified to the staff person's particular needs. Related Reqs: Related Process Req ID: 5617;1
Name: reports permissions Description: System provides fine-grained permissions to allow or disallow staff to run specific reports, and/or to run ad hoc reports on specific sets of data. Related Reqs: Related Process Req ID: 2465;1
Name: record number report Description: System reports for each record type: current record number, current number of records, number deleted, and number purged.;1
Record types include patron, bibliographic, item, order, invoice, etc. Access to record numbers is controlled at the user/group level. Related Reqs: Related Process Req ID: 2441;1
Description: Ability to define and select four types of printers: receipt printer, standard printer, label printer, and forms printer.;1
All Windows printers are supported. Related Reqs: Related Process Req ID: 2439;1
Name: multiple print output options Description: Ability to print to a file on the server, ftp , email, or printer from any part of the application.;1
When applicable, the ability to select record fields and control order of fields when printing. Related Reqs: Related Process;1
Software Requirements Specification for the Management Processes of an Integrated Library System;0
This Software Requirements Specification (SRS) describes the functional and nonfunctional requirements for Management Processes of an Integrated Library System (ILS).;0
The resulting PINES Reports Working Group consists of one library director, three assistant library directors, and a systems librarian, all of whom have significant experience developing reports for PINES libraries.;0
The mission statement of the PINES Reports Working Group is as follows:;0
The Management Processes facilitates the management of Library services, programs, and policies.;0
Specifically, the Management Processes support the following activities, among others:;0
? Analyzing the Library collection and its use by patrons.;0
? Analyzing staff productivity and workflow. ? Tracking and verifying financial transactions.;0
The current specification presupposes the general functionality of an ILS and specifies only those requirements that directly or indirectly relate to management activities.;0
PINES is currently working on specifications for Acquisitions and Cataloging modules.;0
Moreover, the current specification is focused on functional characteristics of Management Processes.;0
Data structures and user interfaces will require further specification and development using an iterative, prototype-oriented software development methodology. 1.3 Intended Audience;0
This SRS is intended both for library managers and staff who may contribute additional requirements or commentary, and for software project managers and developers who will implement the requirements.;0
It is also assumed that the reader has a general understanding of Library services and processes and does not require definition of common Library terminology. 1.4 Document Conventions;0
Requirements include a reference to a process flowchart where appropriate.;0
Specifically, the system must support a library consortium with 286 locations, 17 million annual circulations, purchasing and processing over 900,000 items per year.;1
It is highly desirable that searches and reports can be processed during open hours without disrupting other system functions.;1
Management Processes shall operate on a Linux or Solaris server.;1
Management Processes shall be accessible through a web-browser or a Windows-compatible client.;1
If web-browser based, Management Processes shall be accessible through Microsoft Internet Explorer (v.6.0 and later) and Mozilla Firefox (v.2.0 and later).;1
UD-3: The system shall provide an online, hierarchical, and cross-linked help system in HTML that describes and illustrates all system functions.;1
UD-4: The system shall provide thorough high-level error reporting and feedback and shall allow low-level query-specific feedback for Local and Global System Administrators from the front-end interface. 1.9 Assumptions and Dependencies;1
Management Processes are part of an enterprise-level Library Automation System. AS-2:;0
Management Processes are consolidated at a central location, and accept input and provide services to multiple locations.;1
DE-1: Management Processes rely on the data structures and functionality of an enterprise-level Library Automation System, including Acquisitions and Cataloging modules.;1
Management Processes interface with a variety of vendor websites, via published APIs and/or automated transfer of standard-format data files (e.g. USMARC21, EDIFACT).;0
Management Processes interact with a patron interface, also known as an Online Public Access Catalog (OPAC). System Requirements Category: Management Tools: General Req ID:;1
Name: report templates Description: System administrators can create reliable report templates that are available to staff, and can be run as is or modified to the staff person's particular needs.;1
Changes in the templates could be done without comprising the results.;1
The administrator can limit the filters and display fields that can be altered to certify a dependable output.;1
For example, front-line staff could set the call number range for a weeding report or add or remove designated display fields from a pick list, but couldn?t alter the template to display deleted items.;0
Name: reports permissions Description: System provides distinct, fine-grained permission levels limiting who can create and clone reports.;1
All permissions should be easy to administer.;1
System administrators can create shared folders to allow or disallow staff to run specific reports, and/or to run ad hoc reports on specific sets of data.;1
Source: RWG Req ID: PINES-004 Priority: 1;0
Name: query tool Description:;0
System provides a user-friendly interface for designing queries against all record types.;1
"Staff can select fields to query; select values from picklist of possible values; select regular expressions from drop-down menu, and use a full range of Boolean operators.";1
Administrators control staff access to tables and fields.;1
Source: RWG Req ID: PINES-005 Priority: 1;0
Name: board reports Description: The system provides pre-defined reports for consumption by library boards or other consumers.;1
It should be possible cross-tabulated per terminal, per branch, per library system, per hour, per patron age range, per patron type, and per patron location.;1
Name: transaction data archive Description: Transactions are archived in a form that protects patron privacy as defined by State Law, while providing useful demographic statistics.;1
Name: Query selections Description: System provides the query selections along with the results.;1
Name: PINES-Specific Reports Examples Description: System must be able to support the reporting definitions as described in Appendix A. Source: RWG Req ID: PINES-011 Priority: 1;1
Name: PINES-Specific Fine-Grained Requirements Description: System must be able to support the fine-grained reports requirements as described in Appendix B. Source: RWG Category: Management Tools: Demographics Req ID:;1
Name: behavior and use analysis Description: The system produces statistics that can be used to understand and predict patron behavior and use of materials.;1
For example, how quickly is a particular book returned, on average?;0
How likely is a particular book to be renewed?;0
What percent of check-outs at a particular branch are renewals?;0
Source: RWG Req ID: PINES-013 Priority: 1 Name: demographic statistics Description: The system produces useful demographic statistics, including transactions by geographical regions, age ranges, etc.;1
The data used to produce these statistics must be anonymized, i.e. information that could be used to identify a patron is deleted.;1
Name: system capacity interface Description: The system provides an interface showing capacity of all branches (as defined in PINES-014).;1
Description: For each genre and format of material, ability to compare the percentage of total circulations, the percentage of the collection, and the percentage of total shelf space that genre/format comprises.;1
Name: uncataloged material Description: Ability to control inventory of uncataloged material, such as paperback books and children's board books.;1
Support for quick distribution and ability to identify how the material is being used.;1
Ability to count transactions and include in circulation statistics and reports.;0
"System provides a utility for transferring batches of items between branches, used for example to move books into a mobile library, an outreach program collection, or a ""just-in-time"" warehouse.";1
Utility includes ability to query for candidate materials,  ability to save queries for repeated use,  ability to manually select titles from query results,  and ability to change records of all or selected items to move to new location.;1
Mechanisms for moving items include changing location field, generating pull lists, etc.;0
In addition, utility provides means to revert items to original location after a set period of time, and/or based on other criteria.;1
Name: missing and damaged items report Description: The system provides reports of missing and damaged items per branch. Source: RWG Req ID: PINES-020 Priority: 1;1
Name: in-transit items report Description: The system generates a list of items that have been in-transit for more than X days (X configurable), per branch and per system.;1
The report would merge the transit to and transit from into one report for ease of front-line staff use.;1
The system provides a last copy report that would single out a library system's last copies, to assist catalogers who need to edit WorldCat entries.;1
The system provides a quick effective method of deleting volume entries along with copy entries, as well as records with no items attached. Req ID: PINES-022 Priority: 1;1
Name: deletions Description: Ability to count and track record deletions (e.g. item records, patron records) per location and per system. Source: RWG Category: Management Tools: Patron Records Req ID: PINES-023 Priority: 1;1
Name: patron characteristics Description: Queries and reports can be limited or grouped by various patron characteristics, including: age range, zip code, county of residence, home branch, patron type, and preferred language.;1
Name: examples of useful backroom statistics Description: Transactions can be grouped by hour, terminal, branch, and system.;1
Transactions include check-ins, check-outs, fines collected, patron registrations, etc., and can be queried by all transactions or by type of transaction.;1
Name: types of check-in Description: The system counts all types of check-in individually and cumulatively: book-drop, by terminal, by user or self-service. Source: RWG Req ID: PINES-028 Priority: 1;1
Name: types of check-out Description: The system counts all types of check-out individually and cumulatively: staff check-out, self check-out, staff renewal, self checkout renewal, online renewal, OPAC renewal.;1
Name: holds and locations Description: The system counts all hold requests, including how the hold was placed: at a staff desk, at a public computer inside the library, or remotely.;1
Name: transactions report Description: The system can generate a report of transactions (holds placed, holds filled, and check-outs) per patron, per library, per selected group o libraries, per system, per county.;1
The system displays the number of check-outs and placed holds per patron.;1
Holds are subtotaled by type, e.g. active, frozen, and frozen-until holds.;0
Source: RWG Category: Management Tools: Financial Records Req ID:;0
Name: value of items report Description: The system can generate a report of the value of items (based on data in item record) in the entire collection or a portion.;1
Example: staff can obtain value of all items with status of longoverdue, or value of all dvds in children's collection, or value of entire collection.;1
Name: standard accounting practice and auditing requirements Description:;0
All reports and data archiving must comply with standard accounting practice and state, county, and municipal auditing requirements.;1
Source: RWG Req ID: PINES-033 Priority: 1 Name: financial data (patrons) Description: Fines, charges, waivers, and ecommerce transactions are attached to patron and item records.;1
System tracks fines waived and payments made per library.;1
Financial information can be updated easily.;1
As an example, a staff user can easily query patron accounts with balances greater than X dollars.;1
Circulation Count by Shelving Location ? Circulation Count by MARC ?;0
Circulation Count by Circ Location broken down by Patron County ?;0
Circulation Count by Circ Location broken down Patron Home Library ?;0
Demographic ITEMS Canned or On Demand Reports ?;0
Items Added Count ?;0
Items Deleted Count ?;0
List of Items Added ?;0
List of Items;0
Added (Cataloger's version, displaying the various Copy Editor fields) ?;0
Items Edited Count ?;0
Items Count ?;0
List of Items by Fines;0
Stopped Reason ?;0
Items Currently Checked Out ?;0
Items more than XX days overdue (aka Overdue Materials Report) ? Items marked longoverdue by system ? List of Items with a > Total Use Count  ?;0
List of Items with a < Total Use Count [Weeding Report] ?;0
List of Items Deleted ?;0
Last Copy Report (last copy owned by a library system that was deleted) ? List of Items by Creation Date Range ?;0
List of Items with a status of Missing ? List of Items in Transit by both sending library and destination library  ? Claims returned ?;0
In process for X months to be converted to missing, etc.);0
BIB RECORDS Canned or On Demand Reports ? Bib Records Count ? Bib Records Edited Count ?;0
Added by user by library Count ? Bib Records with No Volumes attached ? Bib Records missing specific MARC fields PATRONS Canned or On Demand Reports ?;0
Patron Added Count by Month ? New Patron Count (patrons added the previous month by Demographic Category & facility) ? Patron Count by Age Demographic ?;0
Patron Count by County   ?;0
Patron Count by County, City, & Zip Code ?;0
